insee,no_court,changements,date_notification,id_CAAU,a_compter_du,id_CAAU_old,jusqu_au
version=1.537,chrono=4336041454,dept=42,nb_communes=327,nb_CAAU=19,nb_chgts_pdaa=0,nb_chgts_caau=0,
42085,116000,0,01/01/2000,FR940C116,,,
42085,197,0,01/01/2000,FR920C197,,,
42085,116117,0,01/01/2000,FR420PDSA,,,
42085,1121,0,01/01/2000,FR790SNSA,,,
42085,1122,0,01/01/2000,FR790SNSB,,,
42085,116111,0,01/01/2000,FR750GPED,,,
42086,15,0,01/01/2000,FR420SAMB,,,
42086,17,0,01/01/2000,FR420PNAB,,,
42086,18,0,01/01/2000,FR420SDIB,,,
42086,112,0,01/01/2000,FR420SDIC,,,
42086,115,0,01/01/2000,FR420C115,,,
42086,191,0,01/01/2000,FR690C191,,,
42086,196,0,01/01/2000,FR620C196,,,
42086,114,0,01/01/2000,FR380C114,,,
42086,119,0,01/01/2000,FR750C119,,,
42086,116000,0,01/01/2000,FR940C116,,,
42086,197,0,01/01/2000,FR920C197,,,
42086,116117,0,01/01/2000,FR420PDSB,,,
42086,1121,0,01/01/2000,FR790SNSA,,,
42086,1122,0,01/01/2000,FR790SNSB,,,
42086,116111,0,01/01/2000,FR750GPED,,,
42087,15,0,01/01/2000,FR420SAMA,,,
42087,17,0,01/01/2000,FR420PNAB,,,
42087,18,0,01/01/2000,FR420SDIA,,,
42087,112,0,01/01/2000,FR420SDIC,,,
42087,115,0,01/01/2000,FR420C115,,,
42087,191,0,01/01/2000,FR690C191,,,
42087,196,0,01/01/2000,FR620C196,,,
42087,114,0,01/01/2000,FR380C114,,,
42087,119,0,01/01/2000,FR750C119,,,
42087,116000,0,01/01/2000,FR940C116,,,
42087,197,0,01/01/2000,FR920C197,,,
42087,116117,0,01/01/2000,FR420PDSA,,,
42087,1121,0,01/01/2000,FR790SNSA,,,
42087,1122,0,01/01/2000,FR790SNSB,,,
42087,116111,0,01/01/2000,FR750GPED,,,
42088,15,0,01/01/2000,FR420SAMA,,,
42088,17,0,01/01/2000,FR420PNAB,,,
42088,18,0,01/01/2000,FR420SDIB,,,
42088,112,0,01/01/2000,FR420SDIC,,,
42088,115,0,01/01/2000,FR420C115,,,
42088,191,0,01/01/2000,FR690C191,,,
42088,196,0,01/01/2000,FR620C196,,,
42088,114,0,01/01/2000,FR380C114,,,
42088,119,0,01/01/2000,FR750C119,,,
42088,116000,0,01/01/2000,FR940C116,,,
42088,197,0,01/01/2000,FR920C197,,,
42088,116117,0,01/01/2000,FR420PDSA,,,
42088,1121,0,01/01/2000,FR790SNSA,,,
42088,1122,0,01/01/2000,FR790SNSB,,,
42088,116111,0,01/01/2000,FR750GPED,,,
42089,15,0,01/01/2000,FR420SAMA,,,
42089,17,0,01/01/2000,FR420PNAB,,,
42089,18,0,01/01/2000,FR420SDIA,,,
42089,112,0,01/01/2000,FR420SDIC,,,
42089,115,0,01/01/2000,FR420C115,,,
42089,191,0,01/01/2000,FR690C191,,,
42089,196,0,01/01/2000,FR620C196,,,
42089,114,0,01/01/2000,FR380C114,,,
42089,119,0,01/01/2000,FR750C119,,,
42089,116000,0,01/01/2000,FR940C116,,,
42089,197,0,01/01/2000,FR920C197,,,
42089,116117,0,01/01/2000,FR420PDSA,,,
42089,1121,0,01/01/2000,FR790SNSA,,,
42089,1122,0,01/01/2000,FR790SNSB,,,
42089,116111,0,01/01/2000,FR750GPED,,,
42090,15,0,01/01/2000,FR420SAMA,,,
42090,17,0,01/01/2000,FR420PNAB,,,
42090,18,0,01/01/2000,FR420SDIA,,,
42090,112,0,01/01/2000,FR420SDIC,,,
42090,115,0,01/01/2000,FR420C115,,,
42090,191,0,01/01/2000,FR690C191,,,
42090,196,0,01/01/2000,FR620C196,,,
42090,114,0,01/01/2000,FR380C114,,,
42090,119,0,01/01/2000,FR750C119,,,
42090,116000,0,01/01/2000,FR940C116,,,
42090,197,0,01/01/2000,FR920C197,,,
42090,116117,0,01/01/2000,FR420PDSA,,,
42090,1121,0,01/01/2000,FR790SNSA,,,
42090,1122,0,01/01/2000,FR790SNSB,,,
42090,116111,0,01/01/2000,FR750GPED,,,
42091,15,0,01/01/2000,FR420SAMA,,,
42091,17,0,01/01/2000,FR420PNAB,,,
42091,18,0,01/01/2000,FR420SDIA,,,
42091,112,0,01/01/2000,FR420SDIC,,,
42091,115,0,01/01/2000,FR420C115,,,
42091,191,0,01/01/2000,FR690C191,,,
42091,196,0,01/01/2000,FR620C196,,,
42091,114,0,01/01/2000,FR380C114,,,
42091,119,0,01/01/2000,FR750C119,,,
42091,116000,0,01/01/2000,FR940C116,,,
42091,197,0,01/01/2000,FR920C197,,,
42091,116117,0,01/01/2000,FR420PDSA,,,
42091,1121,0,01/01/2000,FR790SNSA,,,
42091,1122,0,01/01/2000,FR790SNSB,,,
42091,116111,0,01/01/2000,FR750GPED,,,
42092,15,0,01/01/2000,FR420SAMA,,,
42092,17,0,01/01/2000,FR420PNAB,,,
42092,18,0,01/01/2000,FR420SDIA,,,
42092,112,0,01/01/2000,FR420SDIC,,,
42092,115,0,01/01/2000,FR420C115,,,
42092,191,0,01/01/2000,FR690C191,,,
42092,196,0,01/01/2000,FR620C196,,,
42092,114,0,01/01/2000,FR380C114,,,
42092,119,0,01/01/2000,FR750C119,,,
42092,116000,0,01/01/2000,FR940C116,,,
42092,197,0,01/01/2000,FR920C197,,,
42092,116117,0,01/01/2000,FR420PDSA,,,
42092,1121,0,01/01/2000,FR790SNSA,,,
42092,1122,0,01/01/2000,FR790SNSB,,,
42092,116111,0,01/01/2000,FR750GPED,,,
42093,15,0,01/01/2000,FR420SAMA,,,
42093,17,0,01/01/2000,FR420PNAB,,,
42093,18,0,01/01/2000,FR420SDIA,,,
42093,112,0,01/01/2000,FR420SDIC,,,
42093,115,0,01/01/2000,FR420C115,,,
42093,191,0,01/01/2000,FR690C191,,,
42093,196,0,01/01/2000,FR620C196,,,
42093,114,0,01/01/2000,FR380C114,,,
42093,119,0,01/01/2000,FR750C119,,,
42093,116000,0,01/01/2000,FR940C116,,,
42093,197,0,01/01/2000,FR920C197,,,
42093,116117,0,01/01/2000,FR420PDSA,,,
42093,1121,0,01/01/2000,FR790SNSA,,,
42093,1122,0,01/01/2000,FR790SNSB,,,
42093,116111,0,01/01/2000,FR750GPED,,,
42094,15,0,01/01/2000,FR420SAMA,,,
42094,17,0,01/01/2000,FR420PNAB,,,
42094,18,0,01/01/2000,FR420SDIA,,,
42094,112,0,01/01/2000,FR420SDIC,,,
42094,115,0,01/01/2000,FR420C115,,,
42094,191,0,01/01/2000,FR690C191,,,
42094,196,0,01/01/2000,FR620C196,,,
42094,114,0,01/01/2000,FR380C114,,,
42094,119,0,01/01/2000,FR750C119,,,
42094,116000,0,01/01/2000,FR940C116,,,
42094,197,0,01/01/2000,FR920C197,,,
42094,116117,0,01/01/2000,FR420PDSA,,,
42094,1121,0,01/01/2000,FR790SNSA,,,
42094,1122,0,01/01/2000,FR790SNSB,,,
42094,116111,0,01/01/2000,FR750GPED,,,
42095,15,0,01/01/2000,FR420SAMA,,,
42095,17,0,01/01/2000,FR420PNAA,,,
42095,18,0,01/01/2000,FR420SDIA,,,
42095,112,0,01/01/2000,FR420SDIC,,,
42095,115,0,01/01/2000,FR420C115,,,
42095,191,0,01/01/2000,FR690C191,,,
42095,196,0,01/01/2000,FR620C196,,,
42095,114,0,01/01/2000,FR380C114,,,
42095,119,0,01/01/2000,FR750C119,,,
42095,116000,0,01/01/2000,FR940C116,,,
42095,197,0,01/01/2000,FR920C197,,,
42095,116117,0,01/01/2000,FR420PDSA,,,
42095,1121,0,01/01/2000,FR790SNSA,,,
42095,1122,0,01/01/2000,FR790SNSB,,,
42095,116111,0,01/01/2000,FR750GPED,,,
42096,15,0,01/01/2000,FR420SAMA,,,
42096,17,0,01/01/2000,FR420PNAB,,,
42096,18,0,01/01/2000,FR420SDIA,,,
42096,112,0,01/01/2000,FR420SDIC,,,
42096,115,0,01/01/2000,FR420C115,,,
42096,191,0,01/01/2000,FR690C191,,,
42096,196,0,01/01/2000,FR620C196,,,
42096,114,0,01/01/2000,FR380C114,,,
42096,119,0,01/01/2000,FR750C119,,,
42096,116000,0,01/01/2000,FR940C116,,,
42096,197,0,01/01/2000,FR920C197,,,
42096,116117,0,01/01/2000,FR420PDSA,,,
42096,1121,0,01/01/2000,FR790SNSA,,,
42096,1122,0,01/01/2000,FR790SNSB,,,
42096,116111,0,01/01/2000,FR750GPED,,,
42097,15,0,01/01/2000,FR420SAMA,,,
42097,17,0,01/01/2000,FR420PNAB,,,
42097,18,0,01/01/2000,FR420SDIA,,,
42097,112,0,01/01/2000,FR420SDIC,,,
42097,115,0,01/01/2000,FR420C115,,,
42097,191,0,01/01/2000,FR690C191,,,
42097,196,0,01/01/2000,FR620C196,,,
42097,114,0,01/01/2000,FR380C114,,,
42097,119,0,01/01/2000,FR750C119,,,
42097,116000,0,01/01/2000,FR940C116,,,
42097,197,0,01/01/2000,FR920C197,,,
42097,116117,0,01/01/2000,FR420PDSA,,,
42097,1121,0,01/01/2000,FR790SNSA,,,
42097,1122,0,01/01/2000,FR790SNSB,,,
42097,116111,0,01/01/2000,FR750GPED,,,
42098,15,0,01/01/2000,FR420SAMB,,,
42098,17,0,01/01/2000,FR420PNAB,,,
42098,18,0,01/01/2000,FR420SDIB,,,
42098,112,0,01/01/2000,FR420SDIC,,,
42098,115,0,01/01/2000,FR420C115,,,
42098,191,0,01/01/2000,FR690C191,,,
42098,196,0,01/01/2000,FR620C196,,,
42098,114,0,01/01/2000,FR380C114,,,
42098,119,0,01/01/2000,FR750C119,,,
42098,116000,0,01/01/2000,FR940C116,,,
42098,197,0,01/01/2000,FR920C197,,,
42098,116117,0,01/01/2000,FR420PDSB,,,
42098,1121,0,01/01/2000,FR790SNSA,,,
42098,1122,0,01/01/2000,FR790SNSB,,,
42098,116111,0,01/01/2000,FR750GPED,,,
42099,15,0,01/01/2000,FR420SAMA,,,
42099,17,0,01/01/2000,FR420PNAA,,,
42099,18,0,01/01/2000,FR420SDIA,,,
42099,112,0,01/01/2000,FR420SDIC,,,
42099,115,0,01/01/2000,FR420C115,,,
42099,191,0,01/01/2000,FR690C191,,,
42099,196,0,01/01/2000,FR620C196,,,
42099,114,0,01/01/2000,FR380C114,,,
42099,119,0,01/01/2000,FR750C119,,,
42099,116000,0,01/01/2000,FR940C116,,,
42099,197,0,01/01/2000,FR920C197,,,
42099,116117,0,01/01/2000,FR420PDSA,,,
42099,1121,0,01/01/2000,FR790SNSA,,,
42099,1122,0,01/01/2000,FR790SNSB,,,
42099,116111,0,01/01/2000,FR750GPED,,,
42100,15,0,01/01/2000,FR420SAMA,,,
42100,17,0,01/01/2000,FR420PNAB,,,
42100,18,0,01/01/2000,FR420SDIA,,,
42100,112,0,01/01/2000,FR420SDIC,,,
42100,115,0,01/01/2000,FR420C115,,,
42100,191,0,01/01/2000,FR690C191,,,
42100,196,0,01/01/2000,FR620C196,,,
42100,114,0,01/01/2000,FR380C114,,,
42100,119,0,01/01/2000,FR750C119,,,
42100,116000,0,01/01/2000,FR940C116,,,
42100,197,0,01/01/2000,FR920C197,,,
42100,116117,0,01/01/2000,FR420PDSA,,,
42100,1121,0,01/01/2000,FR790SNSA,,,
42100,1122,0,01/01/2000,FR790SNSB,,,
42100,116111,0,01/01/2000,FR750GPED,,,
42101,15,0,01/01/2000,FR420SAMA,,,
42101,17,0,01/01/2000,FR420PNAB,,,
42101,18,0,01/01/2000,FR420SDIA,,,
42101,112,0,01/01/2000,FR420SDIC,,,
42101,115,0,01/01/2000,FR420C115,,,
42101,191,0,01/01/2000,FR690C191,,,
42101,196,0,01/01/2000,FR620C196,,,
42101,114,0,01/01/2000,FR380C114,,,
42101,119,0,01/01/2000,FR750C119,,,
42101,116000,0,01/01/2000,FR940C116,,,
42101,197,0,01/01/2000,FR920C197,,,
42101,116117,0,01/01/2000,FR420PDSA,,,
42101,1121,0,01/01/2000,FR790SNSA,,,
42101,1122,0,01/01/2000,FR790SNSB,,,
42101,116111,0,01/01/2000,FR750GPED,,,
42102,15,0,01/01/2000,FR420SAMA,,,
42102,17,0,01/01/2000,FR420PNAB,,,
42102,18,0,01/01/2000,FR420SDIA,,,
42102,112,0,01/01/2000,FR420SDIC,,,
42102,115,0,01/01/2000,FR420C115,,,
42102,191,0,01/01/2000,FR690C191,,,
42102,196,0,01/01/2000,FR620C196,,,
42102,114,0,01/01/2000,FR380C114,,,
42102,119,0,01/01/2000,FR750C119,,,
42102,116000,0,01/01/2000,FR940C116,,,
42102,197,0,01/01/2000,FR920C197,,,
42102,116117,0,01/01/2000,FR420PDSA,,,
42102,1121,0,01/01/2000,FR790SNSA,,,
42102,1122,0,01/01/2000,FR790SNSB,,,
42102,116111,0,01/01/2000,FR750GPED,,,
42103,15,0,01/01/2000,FR420SAMA,,,
42103,17,0,01/01/2000,FR420PNAA,,,
42103,18,0,01/01/2000,FR420SDIA,,,
42103,112,0,01/01/2000,FR420SDIC,,,
42103,115,0,01/01/2000,FR420C115,,,
42103,191,0,01/01/2000,FR690C191,,,
42103,196,0,01/01/2000,FR620C196,,,
42103,114,0,01/01/2000,FR380C114,,,
42103,119,0,01/01/2000,FR750C119,,,
42103,116000,0,01/01/2000,FR940C116,,,
42103,197,0,01/01/2000,FR920C197,,,
42103,116117,0,01/01/2000,FR420PDSA,,,
42103,1121,0,01/01/2000,FR790SNSA,,,
42103,1122,0,01/01/2000,FR790SNSB,,,
42103,116111,0,01/01/2000,FR750GPED,,,
42104,15,0,01/01/2000,FR420SAMB,,,
42104,17,0,01/01/2000,FR420PNAB,,,
42104,18,0,01/01/2000,FR420SDIB,,,
42104,112,0,01/01/2000,FR420SDIC,,,
42104,115,0,01/01/2000,FR420C115,,,
42104,191,0,01/01/2000,FR690C191,,,
42104,196,0,01/01/2000,FR620C196,,,
42104,114,0,01/01/2000,FR380C114,,,
42104,119,0,01/01/2000,FR750C119,,,
42104,116000,0,01/01/2000,FR940C116,,,
42104,197,0,01/01/2000,FR920C197,,,
42104,116117,0,01/01/2000,FR420PDSB,,,
42104,1121,0,01/01/2000,FR790SNSA,,,
42104,1122,0,01/01/2000,FR790SNSB,,,
42104,116111,0,01/01/2000,FR750GPED,,,
42105,15,0,01/01/2000,FR420SAMA,,,
42105,17,0,01/01/2000,FR420PNAB,,,
42105,18,0,01/01/2000,FR420SDIA,,,
42105,112,0,01/01/2000,FR420SDIC,,,
42105,115,0,01/01/2000,FR420C115,,,
42105,191,0,01/01/2000,FR690C191,,,
42105,196,0,01/01/2000,FR620C196,,,
42105,114,0,01/01/2000,FR380C114,,,
42105,119,0,01/01/2000,FR750C119,,,
42105,116000,0,01/01/2000,FR940C116,,,
42105,197,0,01/01/2000,FR920C197,,,
42105,116117,0,01/01/2000,FR420PDSA,,,
42105,1121,0,01/01/2000,FR790SNSA,,,
42105,1122,0,01/01/2000,FR790SNSB,,,
42105,116111,0,01/01/2000,FR750GPED,,,
42106,15,0,01/01/2000,FR420SAMB,,,
42106,17,0,01/01/2000,FR420PNAB,,,
42106,18,0,01/01/2000,FR420SDIB,,,
42106,112,0,01/01/2000,FR420SDIC,,,
42106,115,0,01/01/2000,FR420C115,,,
42106,191,0,01/01/2000,FR690C191,,,
42106,196,0,01/01/2000,FR620C196,,,
42106,114,0,01/01/2000,FR380C114,,,
42106,119,0,01/01/2000,FR750C119,,,
42106,116000,0,01/01/2000,FR940C116,,,
42106,197,0,01/01/2000,FR920C197,,,
42106,116117,0,01/01/2000,FR420PDSB,,,
42106,1121,0,01/01/2000,FR790SNSA,,,
42106,1122,0,01/01/2000,FR790SNSB,,,
42106,116111,0,01/01/2000,FR750GPED,,,
42107,15,0,01/01/2000,FR420SAMA,,,
42107,17,0,01/01/2000,FR420PNAB,,,
42107,18,0,01/01/2000,FR420SDIA,,,
42107,112,0,01/01/2000,FR420SDIC,,,
42107,115,0,01/01/2000,FR420C115,,,
42107,191,0,01/01/2000,FR690C191,,,
42107,196,0,01/01/2000,FR620C196,,,
42107,114,0,01/01/2000,FR380C114,,,
42107,119,0,01/01/2000,FR750C119,,,
42107,116000,0,01/01/2000,FR940C116,,,
42107,197,0,01/01/2000,FR920C197,,,
42107,116117,0,01/01/2000,FR420PDSA,,,
42107,1121,0,01/01/2000,FR790SNSA,,,
42107,1122,0,01/01/2000,FR790SNSB,,,
42107,116111,0,01/01/2000,FR750GPED,,,
42108,15,0,01/01/2000,FR420SAMA,,,
42108,17,0,01/01/2000,FR420PNAB,,,
42108,18,0,01/01/2000,FR420SDIA,,,
42108,112,0,01/01/2000,FR420SDIC,,,
42108,115,0,01/01/2000,FR420C115,,,
42108,191,0,01/01/2000,FR690C191,,,
42108,196,0,01/01/2000,FR620C196,,,
42108,114,0,01/01/2000,FR380C114,,,
42108,119,0,01/01/2000,FR750C119,,,
42108,116000,0,01/01/2000,FR940C116,,,
42108,197,0,01/01/2000,FR920C197,,,
42108,116117,0,01/01/2000,FR420PDSA,,,
42108,1121,0,01/01/2000,FR790SNSA,,,
42108,1122,0,01/01/2000,FR790SNSB,,,
42108,116111,0,01/01/2000,FR750GPED,,,
42109,15,0,01/01/2000,FR420SAMA,,,
42109,17,0,01/01/2000,FR420PNAB,,,
42109,18,0,01/01/2000,FR420SDIA,,,
42109,112,0,01/01/2000,FR420SDIC,,,
42109,115,0,01/01/2000,FR420C115,,,
42109,191,0,01/01/2000,FR690C191,,,
42109,196,0,01/01/2000,FR620C196,,,
42109,114,0,01/01/2000,FR380C114,,,
42109,119,0,01/01/2000,FR750C119,,,
42109,116000,0,01/01/2000,FR940C116,,,
42109,197,0,01/01/2000,FR920C197,,,
42109,116117,0,01/01/2000,FR420PDSA,,,
42109,1121,0,01/01/2000,FR790SNSA,,,
42109,1122,0,01/01/2000,FR790SNSB,,,
42109,116111,0,01/01/2000,FR750GPED,,,
42110,15,0,01/01/2000,FR420SAMA,,,
42110,17,0,01/01/2000,FR420PNAA,,,
42110,18,0,01/01/2000,FR420SDIA,,,
42110,112,0,01/01/2000,FR420SDIC,,,
42110,115,0,01/01/2000,FR420C115,,,
42110,191,0,01/01/2000,FR690C191,,,
42110,196,0,01/01/2000,FR620C196,,,
42110,114,0,01/01/2000,FR380C114,,,
42110,119,0,01/01/2000,FR750C119,,,
42110,116000,0,01/01/2000,FR940C116,,,
42110,197,0,01/01/2000,FR920C197,,,
42110,116117,0,01/01/2000,FR420PDSA,,,
42110,1121,0,01/01/2000,FR790SNSA,,,
42110,1122,0,01/01/2000,FR790SNSB,,,
42110,116111,0,01/01/2000,FR750GPED,,,
42112,15,0,01/01/2000,FR420SAMB,,,
42112,17,0,01/01/2000,FR420PNAB,,,
42112,18,0,01/01/2000,FR420SDIB,,,
42112,112,0,01/01/2000,FR420SDIC,,,
42112,115,0,01/01/2000,FR420C115,,,
42112,191,0,01/01/2000,FR690C191,,,
42112,196,0,01/01/2000,FR620C196,,,
42112,114,0,01/01/2000,FR380C114,,,
42112,119,0,01/01/2000,FR750C119,,,
42112,116000,0,01/01/2000,FR940C116,,,
42112,197,0,01/01/2000,FR920C197,,,
42112,116117,0,01/01/2000,FR420PDSB,,,
42112,1121,0,01/01/2000,FR790SNSA,,,
42112,1122,0,01/01/2000,FR790SNSB,,,
42112,116111,0,01/01/2000,FR750GPED,,,
42113,15,0,01/01/2000,FR420SAMA,,,
42113,17,0,01/01/2000,FR420PNAB,,,
42113,18,0,01/01/2000,FR420SDIA,,,
42113,112,0,01/01/2000,FR420SDIC,,,
42113,115,0,01/01/2000,FR420C115,,,
42113,191,0,01/01/2000,FR690C191,,,
42113,196,0,01/01/2000,FR620C196,,,
42113,114,0,01/01/2000,FR380C114,,,
42113,119,0,01/01/2000,FR750C119,,,
42113,116000,0,01/01/2000,FR940C116,,,
42113,197,0,01/01/2000,FR920C197,,,
42113,116117,0,01/01/2000,FR420PDSA,,,
42113,1121,0,01/01/2000,FR790SNSA,,,
42113,1122,0,01/01/2000,FR790SNSB,,,
42113,116111,0,01/01/2000,FR750GPED,,,
42114,15,0,01/01/2000,FR420SAMA,,,
42114,17,0,01/01/2000,FR420PNAB,,,
42114,18,0,01/01/2000,FR420SDIA,,,
42114,112,0,01/01/2000,FR420SDIC,,,
42114,115,0,01/01/2000,FR420C115,,,
42114,191,0,01/01/2000,FR690C191,,,
42114,196,0,01/01/2000,FR620C196,,,
42114,114,0,01/01/2000,FR380C114,,,
42114,119,0,01/01/2000,FR750C119,,,
42114,116000,0,01/01/2000,FR940C116,,,
42114,197,0,01/01/2000,FR920C197,,,
42114,116117,0,01/01/2000,FR420PDSA,,,
42114,1121,0,01/01/2000,FR790SNSA,,,
42114,1122,0,01/01/2000,FR790SNSB,,,
42114,116111,0,01/01/2000,FR750GPED,,,
42115,15,0,01/01/2000,FR420SAMA,,,
42115,17,0,01/01/2000,FR420PNAB,,,
42115,18,0,01/01/2000,FR420SDIA,,,
42115,112,0,01/01/2000,FR420SDIC,,,
42115,115,0,01/01/2000,FR420C115,,,
42115,191,0,01/01/2000,FR690C191,,,
42115,196,0,01/01/2000,FR620C196,,,
42115,114,0,01/01/2000,FR380C114,,,
42115,119,0,01/01/2000,FR750C119,,,
42115,116000,0,01/01/2000,FR940C116,,,
42115,197,0,01/01/2000,FR920C197,,,
42115,116117,0,01/01/2000,FR420PDSA,,,
42115,1121,0,01/01/2000,FR790SNSA,,,
42115,1122,0,01/01/2000,FR790SNSB,,,
42115,116111,0,01/01/2000,FR750GPED,,,
42116,15,0,01/01/2000,FR420SAMB,,,
42116,17,0,01/01/2000,FR420PNAB,,,
42116,18,0,01/01/2000,FR420SDIB,,,
42116,112,0,01/01/2000,FR420SDIC,,,
42116,115,0,01/01/2000,FR420C115,,,
42116,191,0,01/01/2000,FR690C191,,,
42116,196,0,01/01/2000,FR620C196,,,
42116,114,0,01/01/2000,FR380C114,,,
42116,119,0,01/01/2000,FR750C119,,,
42116,116000,0,01/01/2000,FR940C116,,,
42116,197,0,01/01/2000,FR920C197,,,
42116,116117,0,01/01/2000,FR420PDSB,,,
42116,1121,0,01/01/2000,FR790SNSA,,,
42116,1122,0,01/01/2000,FR790SNSB,,,
42116,116111,0,01/01/2000,FR750GPED,,,
42117,15,0,01/01/2000,FR420SAMA,,,
42117,17,0,01/01/2000,FR420PNAB,,,
42117,18,0,01/01/2000,FR420SDIA,,,
42117,112,0,01/01/2000,FR420SDIC,,,
42117,115,0,01/01/2000,FR420C115,,,
42117,191,0,01/01/2000,FR690C191,,,
42117,196,0,01/01/2000,FR620C196,,,
42117,114,0,01/01/2000,FR380C114,,,
42117,119,0,01/01/2000,FR750C119,,,
42117,116000,0,01/01/2000,FR940C116,,,
42117,197,0,01/01/2000,FR920C197,,,
42117,116117,0,01/01/2000,FR420PDSA,,,
42117,1121,0,01/01/2000,FR790SNSA,,,
42117,1122,0,01/01/2000,FR790SNSB,,,
42117,116111,0,01/01/2000,FR750GPED,,,
42118,15,0,01/01/2000,FR420SAMB,,,
42118,17,0,01/01/2000,FR420PNAB,,,
42118,18,0,01/01/2000,FR420SDIB,,,
42118,112,0,01/01/2000,FR420SDIC,,,
42118,115,0,01/01/2000,FR420C115,,,
42118,191,0,01/01/2000,FR690C191,,,
42118,196,0,01/01/2000,FR620C196,,,
42118,114,0,01/01/2000,FR380C114,,,
42118,119,0,01/01/2000,FR750C119,,,
42118,116000,0,01/01/2000,FR940C116,,,
42118,197,0,01/01/2000,FR920C197,,,
42118,116117,0,01/01/2000,FR420PDSB,,,
42118,1121,0,01/01/2000,FR790SNSA,,,
42118,1122,0,01/01/2000,FR790SNSB,,,
42118,116111,0,01/01/2000,FR750GPED,,,
42119,15,0,01/01/2000,FR420SAMA,,,
42119,17,0,01/01/2000,FR420PNAB,,,
42119,18,0,01/01/2000,FR420SDIA,,,
42119,112,0,01/01/2000,FR420SDIC,,,
42119,115,0,01/01/2000,FR420C115,,,
42119,191,0,01/01/2000,FR690C191,,,
42119,196,0,01/01/2000,FR620C196,,,
42119,114,0,01/01/2000,FR380C114,,,
42119,119,0,01/01/2000,FR750C119,,,
42119,116000,0,01/01/2000,FR940C116,,,
42119,197,0,01/01/2000,FR920C197,,,
42119,116117,0,01/01/2000,FR420PDSA,,,
42119,1121,0,01/01/2000,FR790SNSA,,,
42119,1122,0,01/01/2000,FR790SNSB,,,
42119,116111,0,01/01/2000,FR750GPED,,,
42120,15,0,01/01/2000,FR420SAMB,,,
42120,17,0,01/01/2000,FR420PNAB,,,
42120,18,0,01/01/2000,FR420SDIB,,,
42120,112,0,01/01/2000,FR420SDIC,,,
42120,115,0,01/01/2000,FR420C115,,,
42120,191,0,01/01/2000,FR690C191,,,
42120,196,0,01/01/2000,FR620C196,,,
42120,114,0,01/01/2000,FR380C114,,,
42120,119,0,01/01/2000,FR750C119,,,
42120,116000,0,01/01/2000,FR940C116,,,
42120,197,0,01/01/2000,FR920C197,,,
42120,116117,0,01/01/2000,FR420PDSB,,,
42120,1121,0,01/01/2000,FR790SNSA,,,
42120,1122,0,01/01/2000,FR790SNSB,,,
42120,116111,0,01/01/2000,FR750GPED,,,
42121,15,0,01/01/2000,FR420SAMA,,,
42121,17,0,01/01/2000,FR420PNAB,,,
42121,18,0,01/01/2000,FR420SDIA,,,
42121,112,0,01/01/2000,FR420SDIC,,,
42121,115,0,01/01/2000,FR420C115,,,
42121,191,0,01/01/2000,FR690C191,,,
42121,196,0,01/01/2000,FR620C196,,,
42121,114,0,01/01/2000,FR380C114,,,
42121,119,0,01/01/2000,FR750C119,,,
42121,116000,0,01/01/2000,FR940C116,,,
42121,197,0,01/01/2000,FR920C197,,,
42121,116117,0,01/01/2000,FR420PDSA,,,
42121,1121,0,01/01/2000,FR790SNSA,,,
42121,1122,0,01/01/2000,FR790SNSB,,,
42121,116111,0,01/01/2000,FR750GPED,,,
42122,15,0,01/01/2000,FR420SAMA,,,
42122,17,0,01/01/2000,FR420PNAB,,,
42122,18,0,01/01/2000,FR420SDIA,,,
42122,112,0,01/01/2000,FR420SDIC,,,
42122,115,0,01/01/2000,FR420C115,,,
42122,191,0,01/01/2000,FR690C191,,,
42122,196,0,01/01/2000,FR620C196,,,
42122,114,0,01/01/2000,FR380C114,,,
42122,119,0,01/01/2000,FR750C119,,,
42122,116000,0,01/01/2000,FR940C116,,,
42122,197,0,01/01/2000,FR920C197,,,
42122,116117,0,01/01/2000,FR420PDSA,,,
42122,1121,0,01/01/2000,FR790SNSA,,,
42122,1122,0,01/01/2000,FR790SNSB,,,
42122,116111,0,01/01/2000,FR750GPED,,,
42123,15,0,01/01/2000,FR420SAMA,,,
42123,17,0,01/01/2000,FR420PNAA,,,
42123,18,0,01/01/2000,FR420SDIA,,,
42123,112,0,01/01/2000,FR420SDIC,,,
42123,115,0,01/01/2000,FR420C115,,,
42123,191,0,01/01/2000,FR690C191,,,
42123,196,0,01/01/2000,FR620C196,,,
42123,114,0,01/01/2000,FR380C114,,,
42123,119,0,01/01/2000,FR750C119,,,
42123,116000,0,01/01/2000,FR940C116,,,
42123,197,0,01/01/2000,FR920C197,,,
42123,116117,0,01/01/2000,FR420PDSA,,,
42123,1121,0,01/01/2000,FR790SNSA,,,
42123,1122,0,01/01/2000,FR790SNSB,,,
42123,116111,0,01/01/2000,FR750GPED,,,
42124,15,0,01/01/2000,FR420SAMA,,,
42124,17,0,01/01/2000,FR420PNAB,,,
42124,18,0,01/01/2000,FR420SDIA,,,
42124,112,0,01/01/2000,FR420SDIC,,,
42124,115,0,01/01/2000,FR420C115,,,
42124,191,0,01/01/2000,FR690C191,,,
42124,196,0,01/01/2000,FR620C196,,,
42124,114,0,01/01/2000,FR380C114,,,
42124,119,0,01/01/2000,FR750C119,,,
